date,temp_max,temp_min,temp_mean,rainfall_mm,wind_speed,humidity_max,humidity_min,humidity_pct,city
2024-06-10,29.8,25.7,27.1,33.2,14.7,97.0,74.0,85.5,Mumbai
2024-06-11,30.2,25.6,27.7,10.8,13.5,96.0,72.0,84.0,Mumbai
2024-06-12,30.0,25.6,27.7,14.3,16.1,97.0,73.0,85.0,Mumbai
2024-06-13,30.0,26.2,27.5,13.6,17.7,93.0,76.0,84.5,Mumbai
2024-06-14,29.2,25.8,27.0,8.6,18.3,94.0,77.0,85.5,Mumbai
2024-06-15,29.8,25.8,27.7,2.2,18.9,92.0,74.0,83.0,Mumbai
2024-06-16,31.0,26.1,28.5,1.4,15.0,91.0,72.0,81.5,Mumbai
2024-06-17,31.5,26.5,28.3,7.4,18.6,93.0,70.0,81.5,Mumbai
2024-06-18,29.8,26.1,27.3,30.3,20.8,94.0,76.0,85.0,Mumbai
2024-06-19,29.2,26.0,27.4,23.3,18.9,94.0,71.0,82.5,Mumbai
2024-06-20,28.5,26.1,27.2,48.6,20.7,93.0,82.0,87.5,Mumbai
2024-06-21,31.1,24.9,27.7,22.9,20.9,95.0,72.0,83.5,Mumbai
2024-06-22,30.2,25.3,27.5,5.3,16.8,96.0,72.0,84.0,Mumbai
2024-06-23,29.8,25.8,27.8,4.2,16.6,94.0,79.0,86.5,Mumbai
2024-06-24,29.6,26.0,27.7,11.3,18.0,95.0,77.0,86.0,Mumbai
2024-06-25,30.6,26.1,28.1,6.8,31.7,94.0,73.0,83.5,Mumbai
2024-06-26,30.5,26.9,27.9,23.0,29.9,95.0,76.0,85.5,Mumbai
2024-06-27,28.8,26.5,27.1,98.7,27.5,93.0,82.0,87.5,Mumbai
2024-06-28,28.2,26.0,27.1,45.3,27.8,94.0,84.0,89.0,Mumbai
2024-06-29,30.0,25.9,27.5,21.3,26.2,93.0,77.0,85.0,Mumbai
2024-06-30,29.4,26.2,27.7,21.3,30.6,93.0,78.0,85.5,Mumbai
2024-07-01,30.6,26.8,28.2,16.3,36.4,88.0,72.0,80.0,Mumbai
2024-07-02,30.4,26.1,28.6,8.1,32.0,90.0,76.0,83.0,Mumbai
2024-07-03,30.0,26.3,28.6,8.9,28.6,93.0,79.0,86.0,Mumbai
2024-07-04,29.0,26.5,27.8,8.7,24.3,92.0,80.0,86.0,Mumbai
2024-07-05,29.1,25.9,27.4,12.2,23.0,94.0,79.0,86.5,Mumbai
2024-07-06,29.5,25.8,27.6,17.6,26.7,93.0,75.0,84.0,Mumbai
2024-07-07,29.2,25.6,27.3,11.8,20.9,95.0,81.0,88.0,Mumbai
2024-07-08,28.5,25.7,26.8,20.7,17.2,95.0,82.0,88.5,Mumbai
2024-07-09,27.0,25.5,26.1,80.2,22.1,95.0,86.0,90.5,Mumbai
2024-07-10,28.8,25.2,26.6,36.0,21.3,94.0,79.0,86.5,Mumbai
2024-07-11,28.8,24.6,26.4,39.1,21.6,96.0,79.0,87.5,Mumbai
2024-07-12,26.9,25.2,26.0,83.3,21.0,95.0,89.0,92.0,Mumbai
2024-07-13,26.5,25.2,25.9,76.7,27.6,94.0,90.0,92.0,Mumbai
2024-07-14,26.5,24.5,25.6,50.5,24.5,97.0,89.0,93.0,Mumbai
2024-07-15,28.0,24.9,26.4,10.2,14.8,96.0,81.0,88.5,Mumbai
2024-07-16,29.0,25.2,26.6,17.6,20.0,97.0,79.0,88.0,Mumbai
2024-07-17,27.6,25.8,26.5,45.3,23.9,93.0,85.0,89.0,Mumbai
2024-07-18,28.1,25.7,26.4,57.6,26.4,95.0,83.0,89.0,Mumbai
2024-07-19,27.3,25.6,26.2,48.3,26.9,93.0,82.0,87.5,Mumbai
2024-07-20,27.7,25.9,26.3,87.0,27.5,92.0,84.0,88.0,Mumbai
2024-07-21,27.1,25.9,26.4,48.9,27.2,93.0,87.0,90.0,Mumbai
2024-07-22,26.9,25.7,26.3,54.7,28.1,92.0,88.0,90.0,Mumbai
2024-07-23,26.5,25.5,26.2,42.1,29.0,92.0,89.0,90.5,Mumbai
2024-07-24,27.0,25.5,26.2,54.4,32.4,92.0,87.0,89.5,Mumbai
2024-07-25,27.4,25.1,26.2,74.2,33.6,94.0,82.0,88.0,Mumbai
2024-07-26,28.5,25.3,26.7,22.9,27.7,93.0,80.0,86.5,Mumbai
2024-07-27,28.8,25.8,27.2,8.2,29.3,91.0,77.0,84.0,Mumbai
2024-07-28,29.2,26.0,27.0,19.0,27.1,92.0,78.0,85.0,Mumbai
2024-07-29,27.7,25.6,26.4,34.2,25.4,92.0,82.0,87.0,Mumbai
2024-07-30,28.1,25.2,26.6,17.4,23.2,93.0,83.0,88.0,Mumbai
2024-07-31,28.6,24.9,26.8,22.1,20.8,95.0,80.0,87.5,Mumbai
2024-08-01,29.4,25.1,26.9,15.8,26.3,93.0,78.0,85.5,Mumbai
2024-08-02,28.3,25.3,26.4,28.2,29.2,91.0,78.0,84.5,Mumbai
2024-08-03,27.5,25.6,26.3,24.5,30.2,90.0,82.0,86.0,Mumbai
2024-08-04,27.0,25.5,26.2,39.4,27.8,91.0,84.0,87.5,Mumbai
2024-08-05,28.9,25.6,27.1,5.8,24.0,91.0,77.0,84.0,Mumbai
2024-08-06,28.6,25.5,27.0,5.2,20.0,94.0,78.0,86.0,Mumbai
2024-08-07,28.8,25.3,26.9,5.6,19.2,92.0,78.0,85.0,Mumbai
2024-08-08,28.6,25.5,26.8,4.2,18.8,92.0,77.0,84.5,Mumbai
2024-08-09,27.8,25.1,26.1,15.5,16.0,95.0,80.0,87.5,Mumbai
2024-08-10,28.1,25.0,26.7,4.7,18.7,93.0,79.0,86.0,Mumbai
2024-08-11,29.2,25.9,27.2,2.4,20.4,89.0,74.0,81.5,Mumbai
2024-08-12,28.9,25.7,27.1,2.9,21.5,91.0,77.0,84.0,Mumbai
2024-08-13,28.8,25.4,27.0,3.6,16.9,92.0,77.0,84.5,Mumbai
2024-08-14,29.1,25.5,27.1,1.9,16.1,94.0,76.0,85.0,Mumbai
2024-08-15,29.4,25.4,27.3,1.2,18.1,93.0,75.0,84.0,Mumbai
2024-08-16,29.5,25.8,27.5,0.9,16.6,93.0,76.0,84.5,Mumbai
2024-08-17,29.6,25.6,27.5,0.5,13.1,93.0,77.0,85.0,Mumbai
2024-08-18,29.9,25.5,27.6,2.9,13.7,96.0,74.0,85.0,Mumbai
2024-08-19,29.0,25.5,27.1,16.7,15.9,97.0,79.0,88.0,Mumbai
2024-08-20,28.6,25.0,26.3,28.8,13.1,99.0,79.0,89.0,Mumbai
2024-08-21,30.3,25.3,27.6,0.2,17.3,97.0,75.0,86.0,Mumbai
2024-08-22,30.0,25.9,27.9,4.7,15.8,95.0,76.0,85.5,Mumbai
2024-08-23,28.5,25.9,26.9,16.0,18.1,97.0,80.0,88.5,Mumbai
2024-08-24,26.5,25.2,25.8,61.7,20.9,96.0,89.0,92.5,Mumbai
2024-08-25,27.6,24.7,26.1,28.0,26.0,93.0,81.0,87.0,Mumbai
2024-08-26,27.0,24.4,26.1,22.6,28.1,93.0,81.0,87.0,Mumbai
2024-08-27,27.5,24.8,26.0,17.9,31.1,92.0,79.0,85.5,Mumbai
2024-08-28,28.9,25.0,26.8,14.4,32.1,92.0,78.0,85.0,Mumbai
2024-08-29,29.0,26.1,27.3,5.1,25.3,91.0,79.0,85.0,Mumbai
2024-08-30,29.0,25.1,26.9,6.5,19.8,94.0,78.0,86.0,Mumbai
2024-08-31,28.9,25.2,27.0,2.1,12.9,93.0,78.0,85.5,Mumbai
2024-09-01,27.8,25.3,26.7,2.3,13.2,93.0,79.0,86.0,Mumbai
2024-09-02,27.2,24.9,26.1,29.6,19.5,94.0,83.0,88.5,Mumbai
2024-09-03,27.2,24.8,26.0,13.0,16.0,94.0,82.0,88.0,Mumbai
2024-09-04,28.3,25.1,26.3,17.1,19.4,94.0,79.0,86.5,Mumbai
2024-09-05,28.2,25.2,26.3,27.9,23.4,94.0,80.0,87.0,Mumbai
2024-09-06,28.4,25.0,26.5,14.7,21.3,92.0,79.0,85.5,Mumbai
2024-09-07,28.3,25.1,26.4,10.0,17.2,93.0,77.0,85.0,Mumbai
2024-09-08,28.7,24.9,26.5,4.2,14.9,94.0,77.0,85.5,Mumbai
2024-09-09,28.8,25.0,26.7,2.0,16.4,93.0,77.0,85.0,Mumbai
2024-09-10,28.5,25.0,26.6,3.9,17.6,94.0,78.0,86.0,Mumbai
2024-09-11,28.1,24.9,26.3,4.6,18.5,93.0,79.0,86.0,Mumbai
2024-09-12,28.4,24.9,26.3,8.2,17.9,93.0,78.0,85.5,Mumbai
2024-09-13,28.6,24.6,26.3,4.5,19.2,92.0,74.0,83.0,Mumbai
2024-09-14,27.9,23.8,25.2,9.1,16.7,94.0,75.0,84.5,Mumbai
2024-09-15,27.4,23.5,25.3,3.9,13.4,94.0,78.0,86.0,Mumbai
2024-09-16,28.7,23.8,26.1,2.4,14.6,96.0,77.0,86.5,Mumbai
2024-09-17,28.9,23.1,26.0,0.2,15.6,97.0,71.0,84.0,Mumbai
2024-09-18,29.2,23.4,26.2,0.8,13.0,95.0,69.0,82.0,Mumbai
2024-09-19,29.5,24.5,27.1,1.0,12.8,93.0,70.0,81.5,Mumbai
2024-09-20,28.4,23.3,26.3,5.2,15.9,98.0,77.0,87.5,Mumbai
2024-09-21,29.7,23.9,27.0,1.9,15.8,96.0,68.0,82.0,Mumbai
2024-09-22,29.6,25.0,27.3,2.2,18.5,96.0,70.0,83.0,Mumbai
2024-09-23,28.9,26.0,27.3,5.7,17.6,94.0,78.0,86.0,Mumbai
2024-09-24,29.0,24.7,26.4,23.1,22.7,98.0,78.0,88.0,Mumbai
2024-09-25,28.0,24.3,25.9,36.4,20.6,98.0,86.0,92.0,Mumbai
2024-09-26,26.5,24.5,25.6,48.0,18.7,99.0,89.0,94.0,Mumbai
2024-09-27,26.8,25.5,26.0,61.7,28.1,93.0,84.0,88.5,Mumbai
2024-09-28,28.0,24.9,26.6,5.8,17.9,94.0,82.0,88.0,Mumbai
2024-09-29,28.6,25.0,26.6,4.6,14.8,94.0,80.0,87.0,Mumbai
2024-09-30,29.7,24.7,27.1,1.6,15.2,98.0,75.0,86.5,Mumbai
2024-10-01,31.5,25.0,27.9,0.6,15.7,98.0,71.0,84.5,Mumbai
2024-10-02,30.7,26.0,27.9,1.3,15.0,99.0,77.0,88.0,Mumbai
2024-10-03,30.0,25.4,27.5,1.4,15.7,98.0,74.0,86.0,Mumbai
2024-10-04,29.5,25.2,27.2,1.4,14.4,96.0,75.0,85.5,Mumbai
2024-10-05,29.5,24.3,26.6,1.1,14.7,96.0,73.0,84.5,Mumbai
2024-10-06,31.2,24.3,26.9,21.4,17.9,97.0,68.0,82.5,Mumbai
2024-10-07,31.6,24.8,28.1,0.6,13.7,94.0,72.0,83.0,Mumbai
2024-10-08,32.2,25.2,28.4,0.0,14.1,97.0,68.0,82.5,Mumbai
2024-10-09,29.1,25.0,26.8,6.4,18.9,95.0,77.0,86.0,Mumbai
2024-10-10,29.6,24.4,26.7,6.4,15.9,95.0,73.0,84.0,Mumbai
2024-10-11,31.5,25.0,27.4,22.0,15.7,95.0,65.0,80.0,Mumbai
2024-10-12,31.4,24.2,27.5,0.7,11.5,96.0,67.0,81.5,Mumbai
2024-10-13,30.6,24.8,27.4,2.0,10.9,95.0,74.0,84.5,Mumbai
2024-10-14,31.5,24.1,26.8,5.2,16.0,97.0,70.0,83.5,Mumbai
2024-10-15,29.6,24.4,26.7,0.0,11.9,97.0,75.0,86.0,Mumbai
2024-10-16,30.7,24.6,27.2,8.6,12.5,96.0,74.0,85.0,Mumbai
2024-10-17,29.0,25.2,27.1,2.9,12.3,97.0,81.0,89.0,Mumbai
2024-10-18,31.9,24.7,27.7,12.4,13.4,97.0,67.0,82.0,Mumbai
2024-10-19,30.0,24.0,26.3,7.9,12.1,96.0,71.0,83.5,Mumbai
2024-10-20,29.8,24.0,26.4,6.8,8.2,95.0,72.0,83.5,Mumbai
2024-10-21,30.4,23.9,26.9,13.3,8.8,96.0,69.0,82.5,Mumbai
2024-10-22,30.3,23.5,26.6,7.3,12.3,97.0,74.0,85.5,Mumbai
2024-10-23,31.4,24.1,27.3,0.0,14.8,97.0,71.0,84.0,Mumbai
2024-10-24,32.5,24.5,28.1,0.0,14.9,91.0,53.0,72.0,Mumbai
2024-10-25,31.1,22.5,27.0,0.0,12.5,84.0,64.0,74.0,Mumbai
2024-10-26,32.5,22.0,26.9,0.0,17.0,78.0,49.0,63.5,Mumbai
2024-10-27,31.6,22.0,26.9,0.0,15.9,92.0,61.0,76.5,Mumbai
2024-10-28,31.8,23.0,27.1,0.0,16.2,95.0,63.0,79.0,Mumbai
2024-10-29,31.2,24.5,27.6,0.0,13.7,96.0,73.0,84.5,Mumbai
2024-10-30,32.7,24.0,27.7,0.0,12.5,96.0,51.0,73.5,Mumbai
2024-10-31,32.4,24.1,28.3,0.0,15.2,96.0,59.0,77.5,Mumbai
2024-11-01,31.2,24.5,27.9,0.3,14.1,95.0,71.0,83.0,Mumbai
2024-11-02,33.0,24.1,28.0,0.0,17.5,97.0,52.0,74.5,Mumbai
2024-11-03,34.2,22.2,28.0,0.0,16.6,81.0,36.0,58.5,Mumbai
2024-11-04,34.0,22.8,27.9,0.0,19.7,76.0,35.0,55.5,Mumbai
2024-11-05,34.3,22.6,28.2,0.0,15.8,84.0,34.0,59.0,Mumbai
2024-11-06,33.7,22.0,27.9,0.0,17.7,84.0,36.0,60.0,Mumbai
2024-11-07,33.5,21.6,27.4,0.0,16.1,70.0,35.0,52.5,Mumbai
2024-11-08,33.8,22.2,27.7,0.0,17.2,76.0,35.0,55.5,Mumbai
2024-11-09,34.1,22.0,27.7,0.0,17.9,77.0,27.0,52.0,Mumbai
2024-11-10,33.7,21.6,27.6,0.0,20.3,84.0,31.0,57.5,Mumbai
2024-11-11,33.3,22.9,27.9,0.0,20.6,70.0,30.0,50.0,Mumbai
2024-11-12,33.5,22.2,27.8,0.0,17.9,74.0,31.0,52.5,Mumbai
2024-11-13,34.8,23.4,28.5,0.0,12.6,67.0,29.0,48.0,Mumbai
2024-11-14,35.4,23.0,29.1,0.0,10.7,63.0,27.0,45.0,Mumbai
2024-11-15,33.9,25.1,29.0,0.3,10.5,84.0,41.0,62.5,Mumbai
2024-11-16,34.3,25.4,29.2,0.0,14.2,83.0,39.0,61.0,Mumbai
2024-11-17,35.8,25.7,29.7,0.0,14.5,74.0,30.0,52.0,Mumbai
2024-11-18,34.8,24.2,28.9,0.0,12.3,76.0,25.0,50.5,Mumbai
2024-11-19,33.8,22.0,27.6,0.0,14.1,60.0,22.0,41.0,Mumbai
2024-11-20,33.0,22.0,26.9,0.0,13.5,62.0,24.0,43.0,Mumbai
2024-11-21,33.0,21.4,26.7,0.0,12.8,69.0,22.0,45.5,Mumbai
2024-11-22,32.7,20.9,26.5,0.0,12.6,71.0,27.0,49.0,Mumbai
2024-11-23,32.0,21.6,26.5,0.0,10.1,77.0,32.0,54.5,Mumbai
2024-11-24,33.0,21.6,26.9,0.0,12.0,76.0,29.0,52.5,Mumbai
2024-11-25,32.8,21.4,26.7,0.0,13.0,76.0,24.0,50.0,Mumbai
2024-11-26,32.3,20.7,26.3,0.0,13.5,66.0,21.0,43.5,Mumbai
2024-11-27,32.6,20.4,26.2,0.0,13.1,65.0,19.0,42.0,Mumbai
2024-11-28,32.1,19.9,26.4,0.0,11.3,55.0,21.0,38.0,Mumbai
2024-11-29,31.4,20.2,25.3,0.0,14.4,61.0,20.0,40.5,Mumbai
2024-11-30,31.4,19.9,25.1,0.0,12.2,54.0,25.0,39.5,Mumbai
2024-12-01,32.5,20.5,25.8,0.0,13.3,63.0,32.0,47.5,Mumbai
2024-12-02,33.8,22.8,27.6,0.0,12.3,65.0,39.0,52.0,Mumbai
2024-12-03,33.5,25.6,28.9,0.2,14.5,67.0,45.0,56.0,Mumbai
2024-12-04,34.2,26.5,29.4,0.2,13.4,85.0,45.0,65.0,Mumbai
2024-12-05,34.2,25.8,29.2,0.0,10.4,91.0,39.0,65.0,Mumbai
2024-12-06,32.7,25.2,28.5,0.0,12.8,82.0,51.0,66.5,Mumbai
2024-12-07,32.8,24.3,27.6,0.0,15.6,68.0,29.0,48.5,Mumbai
2024-12-08,31.1,21.1,25.4,0.0,13.5,59.0,24.0,41.5,Mumbai
2024-12-09,30.9,20.4,24.9,0.0,16.2,58.0,19.0,38.5,Mumbai
2024-12-10,31.4,20.4,25.1,0.0,11.0,67.0,30.0,48.5,Mumbai
2024-12-11,33.5,21.1,26.3,0.0,12.3,71.0,29.0,50.0,Mumbai
2024-12-12,31.1,20.5,25.3,0.0,14.5,80.0,34.0,57.0,Mumbai
2024-12-13,32.2,21.2,25.9,0.0,12.0,73.0,23.0,48.0,Mumbai
2024-12-14,32.8,20.1,25.9,0.0,11.5,57.0,21.0,39.0,Mumbai
2024-12-15,33.2,19.0,25.5,0.0,10.3,58.0,18.0,38.0,Mumbai
2024-12-16,32.3,18.3,24.9,0.0,11.9,65.0,16.0,40.5,Mumbai
2024-12-17,30.8,17.8,24.0,0.0,12.3,70.0,23.0,46.5,Mumbai
2024-12-18,32.2,18.2,24.3,0.0,10.6,78.0,23.0,50.5,Mumbai
2024-12-19,29.6,17.9,23.6,0.0,11.4,90.0,34.0,62.0,Mumbai
2024-12-20,28.1,19.5,23.3,0.0,13.2,90.0,50.0,70.0,Mumbai
2024-12-21,27.9,19.2,23.5,0.0,10.5,94.0,54.0,74.0,Mumbai
2024-12-22,27.8,20.9,24.0,0.0,12.0,90.0,58.0,74.0,Mumbai
2024-12-23,27.3,21.1,23.8,0.0,14.7,88.0,56.0,72.0,Mumbai
2024-12-24,28.5,20.6,23.9,0.0,16.1,73.0,46.0,59.5,Mumbai
2024-12-25,28.7,20.3,24.0,0.0,14.1,77.0,46.0,61.5,Mumbai
2024-12-26,29.5,21.5,24.9,0.0,12.9,79.0,51.0,65.0,Mumbai
2024-12-27,28.2,21.7,24.7,0.0,14.5,81.0,53.0,67.0,Mumbai
2024-12-28,29.9,21.7,25.0,0.3,14.0,80.0,49.0,64.5,Mumbai
2024-12-29,30.4,22.1,25.7,0.0,12.3,81.0,54.0,67.5,Mumbai
2024-12-30,32.5,23.4,26.9,0.0,11.7,74.0,40.0,57.0,Mumbai
2024-12-31,33.2,22.8,27.2,0.0,12.4,77.0,33.0,55.0,Mumbai
2025-01-01,32.4,22.4,26.8,0.0,12.9,78.0,37.0,57.5,Mumbai
2025-01-02,32.8,21.2,26.7,0.0,15.1,82.0,33.0,57.5,Mumbai
2025-01-03,33.3,21.1,26.4,0.0,13.7,68.0,25.0,46.5,Mumbai
2025-01-04,32.9,19.3,25.3,0.0,11.9,64.0,16.0,40.0,Mumbai
2025-01-05,29.2,21.2,24.4,0.0,13.5,76.0,39.0,57.5,Mumbai
2025-01-06,29.9,20.0,23.9,0.0,16.5,82.0,32.0,57.0,Mumbai
